customer_id,customer_name,email,phone,city,state,pincode,signup_date,customer_segment,is_prime_member,lifetime_orders,avg_rating_given
CUST-01322,Ishita Reddy,ishita.reddy736@protonmail.com,9878852344,Kochi,KL,682001,20/09/2022 00:00,Enterprise,no,120,4.0
CUST-04412,Ananya Krishnan,ananya.krishnan944@yahoo.in,9927253608,Visakhapatnam,AP,530001,16/03/2023 00:00,BUSINESS,Yes,151,4.3
CUST-03503,RAVI PILLAI,ravi.pillai381@protonmail.com,91 99642-84290,Nagpur,MH,440001,2022-01-31 00:00:00,retail,Y,127,4.3
CUST-04746,priya joshi,priya.joshi789@outlook.com,09773348667,Gurugram,HR,122001,23-09-2022,retail,no,3,4.8
CUST-02561,ravi iyer,ravi.iyer45@yahoo.in,9863839237,Kochi,KL,682001,30-03-2022,Retail,Y,70,2.0
CUST-02606,Fatima Iyer,fatima.iyer515@outlook.com,N/A,Kochi,KL,682001,29/09/2021 00:00,Enterprise,0,226,3.5
CUST-01605,Bhavana Sharma,bhavana.sharma303@yahoo.in,9805634923,Chandigarh,CH,160017,10/11/2023 00:00,Retail,No,238,4.6
CUST-03779,Arjun Kumar,arjun.kumar320@gmail.com,957843460,Hyderabad,TS,500001,05/11/2023 00:00,Enterprise,No,,3.4
CUST-04267,Deepa Joshi,deepa.joshi64@gmail.com,9937131259,CHENNAI,TN,600001,2023-06-07 00:00:00,Business,True,219,2.6
CUST-01701,Priya Verma,priya.verma116@yahoo.in,9924482202,Pune,MH,411001,16-01-2022,Retail,True,,4.0
CUST-01303,Nithin Iyer,nithin.iyer77@outlook.com,+91-99240 55829,Gurugram,HR,122001,2022-02-11 00:00:00,Business,0,183,3.7
CUST-04034,Pradeep Bose,pradeep.bose940@protonmail.com,9832359023,Bhubaneswar,OD,751001,17/07/2021 00:00,Business,False,22,4.2
CUST-02221,Divya Joshi,divya.joshi174@yahoo.in,9910516259,Coimbatore,TN,641001,05-01-2022,retail,N,170,4.1
CUST-03946,Revathi Mehta,revathi.mehta637@gmail.com,9976882971,Guwahati,AS,781001,07-11-2023,SMB,1,121,2.2
CUST-03196,ANITHA KRISHNAN,anitha.krishnan766@protonmail.com,+91-99896 99902,Kochi,KL,682001,15/03/2022 00:00,BUSINESS,yes,31,4.1
CUST-01668,suresh reddy,suresh.reddy210@yahoo.in,914193605,Guwahati,AS,781001,17/12/2023 00:00,SMB,False,55,2.4
CUST-01727,Ishita Singh,ishita.singh482@protonmail.com,N/A,Chandigarh,CH,160017,24-02-2022,SMB,Y,218,3.2
CUST-03052,Arjun Patel,arjun.patel9@outlook.com,9820650441,Lucknow,UP,226001,20/11/2023 00:00,BUSINESS,Y,16,4.1
CUST-02314,ARJUN REDDY,arjun.reddy741@gmail.com,9861340725,Madurai,TN,625001,16/01/2023 00:00,Business,no,227,2.5
CUST-03687,Sneha Chowdhury,sneha.chowdhury19@protonmail.com,  ,Jaipur,RJ,302001,2022-05-24 00:00:00,SMB,True,23,3.9
CUST-01934,Ishita Kumar,ishita.kumar963@gmail.com,09637923586,Delhi,DL,110001,07-11-2021,SMB,1,225,4.3
CUST-01065,Rahul Pillai,rahul.pillai558@gmail.com,9651236912,Lucknow,UP,226001,2022-02-17 00:00:00,BUSINESS,True,166,
CUST-01993,ravi reddy,pradeep.krishnan259@gmail.com,9612600854,Delhi,DL,110001,10-11-2022,Enterprise,Y,56,3.8
CUST-01154,Rahul Chowdhury,rahul.chowdhury781@gmail.com,9741002173,Nagpur,MH,440001,2023-07-05 00:00:00,SMB,Y,173,NA
CUST-04704,Revathi Mehta,revathi.mehta901@gmail.com,91 96225-87958,Mumbai,MH,400001,2022-04-11 00:00:00,Retail,yes,83,3.3
CUST-00500,Priya Krishnan,priya.krishnan29@outlook.com,+91-99029 07446,Visakhapatnam,AP,530001,2023-01-02 00:00:00,BUSINESS,0,NA,3.1
CUST-04890,Joseph Iyer,joseph.iyer303@yahoo.in,9602669340,Kolkata,WB,700001,2022-12-31 00:00:00,Enterprise,no,20,4.5
CUST-04426,  Manish Raman  ,manish.raman264@protonmail.com,693908022,Pune,MH,411001,2023-10-09 00:00:00,Enterprise,Y,130,3.4
CUST-00929,Arjun Mehta,arjun.mehta809@yahoo.in,+91-98596 58788,Madurai,TN,625001,23/11/2021 00:00,retail,1,117,3.3
CUST-04213,fatima nair,fatima.nair959@outlook.com,9985733555,Jaipur,RJ,302001,18/01/2023 00:00,SMB,N,135,3.8
CUST-00376,Ishita Chowdhury,ishita.chowdhury531@yahoo.in,872251460,Nagpur,MH,440001,2021-10-18 00:00:00,Business,No,171,4.1
CUST-00626,Kavya Raman,kavya.raman445@yahoo.in,91 99656-80703,Mumbai,MH,400001,06/06/2023 00:00,retail,N,164,2.1
CUST-02248,Priya Verma,priya.verma346@outlook.com,91 98094-85176,Pune,MH,411001,01/08/2022 00:00,Retail,yes,62,3.2
CUST-04181,Rahul Krishnan,rahul.krishnan761@gmail.com,09736753447,Jaipur,RJ,302001,06/08/2023 00:00,Retail,No,17,2.8
CUST-04804,Ravi Patel,ravi.patel649@yahoo.in,9890561032,Hyderabad,TS,500001,2023-11-10 00:00:00,BUSINESS,Y,129,4.5
CUST-03482,Sneha Singh,sneha.singh347@gmail.com,+91-98615 19048,Mumbai,MH,400001,07/06/2022 00:00,Business,0,152,4.9
CUST-01514,Bhavana Das,bhavana.das646@protonmail.com,91 97575-67916,Jaipur,RJ,302001,28/01/2022 00:00,retail,N,207,3.2
CUST-00386,Pradeep Nair,pradeep.nair512@outlook.com,+91-98250 28003,Jaipur,RJ,302001,2023-11-29 00:00:00,retail,no,146,3.8
CUST-02361,Vasanth Sharma,vasanth.sharma281@gmail.com,9858978362,Visakhapatnam,AP,530001,30-01-2023,Retail,1,146,2.7
CUST-00812,Neha Raman,neha.raman676@gmail.com,91 99545-71095,Bengaluru,KA,560001,18-12-2022,SMB,N,147,3.5
CUST-04393,Imran Reddy,imran.reddy580@protonmail.com,+91-98896 60567,Mysuru,KA,570001,24/04/2022 00:00,SMB,1,153,4.4
CUST-03963,Suresh Kumar,suresh.kumar609@protonmail.com,9850929121,Kochi,KL,682001,04/11/2022 00:00,Retail,N,39,2.4
CUST-00522,Divya Nair,divya.nair932@protonmail.com,9957503765,Delhi,DL,110001,02-08-2023,BUSINESS,No,231,3.4
CUST-00231,Anitha Pillai,anitha.pillai426@outlook.com,631299586,Delhi,DL,110001,2022-07-18 00:00:00,Retail,No,137,2.6
CUST-01307,Arjun Reddy,arjun.reddy287@outlook.com,+91-96587 20488,Nagpur,MH,440001,2022-09-27 00:00:00,Enterprise,True,176,2.2
CUST-02308,ravi mehta,ravi.mehta825@gmail.com,9632612761,Pune,MH,411001,25-12-2023,retail,no,116,2.9
CUST-02249,SWETHA MEHTA,unknown,+91-97072 20616,VISAKHAPATNAM,AP,530001,15/12/2021 00:00,retail,Y,165,3.6
CUST-01105,Ravi Chowdhury,ravi.chowdhury811@protonmail.com,9768556096,Visakhapatnam,AP,530001,21/11/2023 00:00,SMB,No,119,3.1
CUST-01203,Priya Das,priya.das894@outlook.com,09602342259,Hyderabad,TS,500001,28/08/2021 00:00,Business,0,13,3.9
CUST-00055,Bhavana Patel,bhavana.patel424@outlook.com,+91-98140 66637,Bengaluru,KA,560001,2022-09-02 00:00:00,Retail,False,24,4.2
CUST-02585,Karthik Mehta,karthik.mehta555@outlook.com,9928041709,Delhi,DL,110001,2023-10-13 00:00:00,Business,0,151,4.2
CUST-00314,ravi iyer,NA,9996102476,Madurai,TN,625001,04-04-2022,Retail,False,170,4.3
CUST-00239,  Anitha Menon  ,anitha.menon776@gmail.com,9629279874,CHANDIGARH,CH,160017,09/09/2023 00:00,BUSINESS,0,6,4.2
CUST-02918,Aravind Krishnan,aravind.krishnan504@yahoo.in,91 98982-90054,Coimbatore,TN,641001,18/03/2023 00:00,SMB,no,122,3.9
CUST-01921,  Deepa Reddy  ,deepa.reddy529@gmail.com,9920005779,Madurai,TN,625001,30-03-2023,Enterprise,Y,144,4.4
CUST-01026,Vikram Das,vikram.das905@outlook.com,09792885514,Guwahati,AS,781001,03/01/2022 00:00,retail,1,202,4.2
CUST-00678,Lakshmi Nair,  ,9606531263,Delhi,DL,110001,2021-10-02 00:00:00,retail,0,123,2.3
CUST-03150,Anithā Chowdhury,anitha.chowdhury821@protonmail.com,9860667545,Bengaluru,KA,560001,2022-06-23 00:00:00,BUSINESS,1,116,3.1
CUST-02193,Anitha Iyer,-,9917173117,Delhi,DL,110001,25-12-2021,BUSINESS,False,203,4.0
CUST-03676,Ishita Raman,ishita.raman328@outlook.com,+91-98412 20699,Madurai,TN,625001,2023-03-30 00:00:00,Retail,yes,122,2.5
CUST-03883,Lakshmi Nair,lakshmi.nair573@gmail.com,+91-99494 12234,Bhubaneswar,OD,751001,09-04-2023,BUSINESS,0,88,4.6
CUST-02496,Pradeep Reddy,pradeep.reddy988@gmail.com,9879217624,Delhi,DL,110001,27-05-2023,BUSINESS,Yes,70,3.6
CUST-03169,Manish Iyer,null,9680697280,Nagpur,MH,440001,23/01/2023 00:00,Business,no,60,  
CUST-02938,Pradeep Das,pradeep.das515@protonmail.com,NA,Kochi,KL,682001,24-08-2021,BUSINESS,Y,230,3.1
CUST-00375,Arjun Nair,arjun.nair432@protonmail.com,9838705863,Mysuru,KA,570001,19/11/2021 00:00,Business,N,227,2.4
CUST-02889,Gopal Joshi,gopal.joshi208@outlook.com,9855853907,Guwahati,AS,781001,2021-11-29 00:00:00,Retail,0,126,  
CUST-03250,Meera Pillai,meera.pillai82@gmail.com,9611550343,Bengaluru,KA,560001,2023-11-05 00:00:00,BUSINESS,1,19,3.5
CUST-03784,Suresh Nair,suresh.nair86@protonmail.com,+91-96694 42140,Bhubaneswar,OD,751001,19-09-2022,Enterprise,Y,168,3.5
CUST-02213,Vikram Menon,VIKRAM.MENON959@YAHOO.IN,+91-96089 41295,Chandigarh,CH,160017,10-08-2022,BUSINESS,True,20,3.5
CUST-03102,Rahul Menon,rahul.menon773@outlook.com,9862258750,Ahmedabad,GJ,380001,07-12-2021,Retail,True,124,3.5
CUST-02764,Priya Pillai,priya.pillai524@yahoo.in,+91-98772 93221,Gurugram,HR,122001,2022-03-26 00:00:00,retail,N,6,2.1
CUST-00073,Sneha Raman,sneha.raman260@gmail.com,9636270760,BENGALURU,KA,560001,19-09-2021,retail,0,179,2.5
CUST-01304,Nithin Sharma,nithin.sharma987@gmail.com,9958393855,Coimbatore,TN,641001,20/08/2021 00:00,Enterprise,Yes,100,3.5
CUST-02629,Ravi Chowdhury,ravi.chowdhury304@outlook.com,9714047034,Delhi,DL,110001,2023-08-10 00:00:00,Enterprise,Y,166,2.9
CUST-00722,Suresh Reddy,suresh.reddy814@yahoo.in,9690398221,Visakhapatnam,AP,530001,2023-08-24 00:00:00,SMB,Y,62,2.0
CUST-04317,Revathi Mehta,revathi.mehta89@outlook.com,9687387117,Nagpur,MH,440001,16/04/2023 00:00,Enterprise,no,191,4.4
CUST-04225,REVATHI REDDY,revathi.reddy432@outlook.com,+91-96829 14143,Kolkata,WB,700001,2022-05-20 00:00:00,Business,Yes,178,3.9
CUST-03778,Meera Bose,meera.bose347@outlook.com,9817115048,Hyderabad,TS,500001,2023-12-14 00:00:00,retail,Y,29,3.0
CUST-01610,Gopal Das,gopal.das516@protonmail.com,9935137006,Madurai,TN,625001,22/02/2022 00:00,BUSINESS,no,156,4.7
CUST-03535,Karthik Kumar,karthik.kumar875@outlook.com,9850141505,Nagpur,MH,440001,23-04-2023,retail,yes,22,4.8
CUST-04766,Priya Reddy,priya.reddy54@outlook.com,09910076090,Mumbai,MH,400001,21-03-2022,retail,1,63,3.2
CUST-02944,Sathish Verma,sathish.verma384@yahoo.in,+91-97965 08615,Visakhapatnam,AP,530001,29-05-2022,Enterprise,Y,206,2.9
CUST-04502,KAVYA CHOWDHURY,kavya.chowdhury907@gmail.com,9778210652,Chennai,TN,600001,2021-09-19 00:00:00,Retail,yes,,2.3
CUST-03043,fatima krishnan,fatima.krishnan17@outlook.com,-,Madurai,TN,625001,2021-11-07 00:00:00,SMB,Y,115,4.9
CUST-03030,Priya Raman,priya.raman966@protonmail.com,N/A,Mumbai,MH,400001,2021-10-24 00:00:00,BUSINESS,no,236,4.2
CUST-00843,Revathi Singh,revathi.singh536@gmail.com,09901559230,Kochi,KL,682001,01-06-2022,BUSINESS,Yes,100,4.4
CUST-04121,deepa nair,deepa.nair294@protonmail.com,9828581697,VISAKHAPATNAM,AP,530001,24/11/2023 00:00,BUSINESS,1,148,2.4
CUST-00490,bhavana bose,bhavana.bose746@gmail.com,9820288305,Mysuru,KA,570001,03-06-2023,Retail,No,236,3.9
CUST-01765,Priya Raman,priya.raman97@yahoo.in,+91-96945 41569,Kochi,KL,682001,28-11-2023,Business,Y,14,4.5
CUST-03406,Deepa Iyer,deepa.iyer839@gmail.com,9966753891,Hyderabad,TS,500001,27/10/2021 00:00,SMB,False,65,2.7
CUST-00956,DIVYA VERMA,divya.verma544@outlook.com,9654258498,Bengaluru,KA,560001,03/06/2023 00:00,Retail,no,239,4.4
CUST-00958,Rahul Chowdhury,rahul.chowdhury246@protonmail.com,9791699613,Bengaluru,KA,560001,16-08-2023,retail,0,125,2.1
CUST-03040,Aravind Kumar,aravind.kumar929@yahoo.in,91 96670-10156,Chandigarh,CH,160017,02-10-2022,Enterprise,Yes,213,4.2
CUST-03529,Imran Singh,imran.singh181@yahoo.in,+91-98888 90772,Gurugram,HR,122001,25/07/2023 00:00,Enterprise,False,69,
CUST-03068,Pradeep Iyer,pradeep.iyer143@yahoo.in,+91-98504 49081,Coimbatore,TN,641001,2022-11-15 00:00:00,Retail,True,13,2.8
CUST-03865,Meera Joshi,meera.joshi396@gmail.com,+91-96228 29725,Lucknow,UP,226001,25/02/2023 00:00,SMB,True,79,4.5
CUST-00323,Sathish Raman,sathish.raman30@outlook.com,91 97491-27701,Hyderabad,TS,500001,07/10/2023 00:00,Enterprise,yes,222,4.9
CUST-04378,Aravind Chowdhury,aravind.chowdhury488@gmail.com,09637863860,Guwahati,AS,781001,14/06/2022 00:00,retail,Y,181,2.8
CUST-02185,Bhavana Raman,bhavana.raman862@yahoo.in,9785343945,Delhi,DL,110001,05-11-2022,retail,True,159,4.2
CUST-02343,Ravi Pillai,ravi.pillai914@yahoo.in,9721529325,Madurai,TN,625001,2021-12-17 00:00:00,Enterprise,Y,89,3.7
CUST-03172,neha iyer,neha.iyer38@gmail.com,610918485,Hyderabad,TS,500001,10/10/2022 00:00,Business,no,172,3.4
CUST-02935,LAKSHMI BOSE,lakshmi.bose186@gmail.com,+91-99815 26129,Mumbai,MH,400001,25-07-2022,retail,Y,228,4.3
CUST-03393,Imran Nair,imran.nair451@protonmail.com,+91-97389 22894,Madurai,TN,625001,08/08/2022 00:00,BUSINESS,N,80,2.9
CUST-02923,Pradeep Sharma,pradeep.sharma106@protonmail.com,9989951537,Chennai,TN,600001,14-04-2023,Business,No,180,4.0
CUST-00364,Divya Kumar,divya.kumar692@gmail.com,91 98978-06294,Mysuru,KA,570001,08/08/2023 00:00,Enterprise,Yes,201,4.9
CUST-02625,Fatima Chowdhury,fatima.chowdhury974@yahoo.in,91 99889-05720,BENGALURU,KA,560001,08/09/2022 00:00,SMB,No,16,4.9
CUST-02730,Ananya Iyer,ananya.iyer296@yahoo.in,9767237537,Lucknow,UP,226001,03/02/2022 00:00,Enterprise,N,165,2.7
CUST-03405,Karthik Raman,karthik.raman181@yahoo.in,9982699421,Gurugram,HR,122001,03/12/2021 00:00,Retail,No,236,2.8
CUST-00550,Nithin Kumar,nithin.kumar121@outlook.com,9973819021,Lucknow,UP,226001,2022-03-30 00:00:00,retail,True,56,3.4
CUST-01427,Vasanth Mehta,vasanth.mehta91@protonmail.com,9952884824,Ahmedabad,GJ,380001,08-05-2022,Retail,Y,15,4.5
CUST-02086,Deepa Kumar,deepa.kumar93@yahoo.in,9894700799,GUWAHATI,AS,781001,2021-08-10 00:00:00,Enterprise,N,119,2.0
CUST-02953,Sathish Patel,sathish.patel393@protonmail.com,,Nagpur,MH,440001,31-10-2023,BUSINESS,yes,8,2.3
CUST-01354,pradeep pillai,pradeep.pillai291@yahoo.in,9642644080,Bhubaneswar,OD,751001,27/09/2022 00:00,Retail,Y,87,4.7
CUST-04006,Joseph Raman,joseph.raman761@yahoo.in,91 96599-69058,Chandigarh,CH,160017,16/10/2021 00:00,retail,N,64,4.5
CUST-02097,Vikram Menon,vikram.menon743@outlook.com,9968829621,Gurugram,HR,122001,27/03/2023 00:00,SMB,Yes,123,2.2
CUST-00939,Kavya Das,kavya.das515@protonmail.com,91 96104-72028,GUWAHATI,AS,781001,2021-11-23 00:00:00,BUSINESS,no,228,2.1
CUST-04762,Sathish Verma,sathish.verma618@protonmail.com,09803585426,Guwahati,AS,781001,15/02/2023 00:00,Business,Y,83,4.9
CUST-00089,Ravi Chowdhury,ravi.chowdhury209@protonmail.com,9928284782,Coimbatore,TN,641001,11/12/2022 00:00,retail,0,234,3.6
CUST-00587,Priya Raman,priya.raman379@protonmail.com,+91-96596 09200,Madurai,TN,625001,28-02-2023,retail,Y,23,3.0
CUST-04238,Neha Reddy,neha.reddy470@protonmail.com,+91-97710 53798,Gurugram,HR,122001,2022-11-21 00:00:00,Enterprise,1,12,3.5
CUST-03889,Joseph Singh,joseph.singh574@gmail.com,09710149470,Kochi,KL,682001,2022-03-19 00:00:00,retail,No,177,2.3
CUST-03348,ananya menon,ananya.menon847@protonmail.com,9851627486,Delhi,DL,110001,14/07/2023 00:00,SMB,N,204,4.4
CUST-02480,Anitha Iyer,anitha.iyer26@gmail.com,9700051846,Jaipur,RJ,302001,2023-10-24 00:00:00,retail,False,237,2.3
CUST-03844,Joseph Das,joseph.das467@protonmail.com,9888608490,Nagpur,MH,440001,27-08-2021,SMB,yes,175,4.2
CUST-00935,Lakshmi Joshi,lakshmi.joshi199@outlook.com,9848057626,Lucknow,UP,226001,2022-07-03 00:00:00,BUSINESS,yes,199,2.1
CUST-03456,  Aravind Menon  ,aravind.menon671@gmail.com,9665088966,Chandigarh,CH,160017,25/07/2023 00:00,SMB,1,26,2.8
CUST-00650,Karthik Reddy,karthik.reddy484@yahoo.in,9706169706,Jaipur,RJ,302001,19-04-2022,BUSINESS,1,112,2.5
CUST-00278,  Nithin Singh  ,nithin.singh951@yahoo.in,91 96958-00408,Bengaluru,KA,560001,29/12/2021 00:00,Retail,True,19,4.2
CUST-03922,Swetha Singh,swetha.singh544@gmail.com,+91-99129 20099,Visakhapatnam,AP,530001,16-11-2021,SMB,N,163,4.2
CUST-02804,Kavya Bose,kavya.bose621@outlook.com,9892443857,Gurugram,HR,122001,2021-11-17 00:00:00,Enterprise,no,153,3.0
CUST-04092,Fatima Patel,fatima.patel784@gmail.com,9786715392,Bengaluru,KA,560001,06-10-2022,SMB,N,125,3.3
CUST-00492,fātimā dās,fatima.das950@yahoo.in,+91-96806 52908,Gurugram,HR,122001,16/12/2023 00:00,Retail,No,73,2.4
CUST-04832,Bhavana Menon,bhavana.menon306@outlook.com,9728407378,Kolkata,WB,700001,03/08/2023 00:00,SMB,Yes,220,4.3
CUST-01331,Nithin Raman,nithin.raman57@protonmail.com,9783424290,Nagpur,MH,440001,2022-08-13 00:00:00,retail,Y,56,
CUST-00937,PRIYA MENON,priya.menon587@yahoo.in,9622091706,Gurugram,HR,122001,30-08-2021,Retail,Y,89,null
CUST-01258,Divya Pillai,divya.pillai489@gmail.com,718026153,Lucknow,UP,226001,2022-11-03 00:00:00,BUSINESS,No,101,-
CUST-02751,Neha Kumar,neha.kumar308@outlook.com,+91-96467 71805,Chennai,TN,600001,09-12-2023,BUSINESS,Y,140,3.0
CUST-00662,Gopal Menon,gopal.menon259@yahoo.in,9766377137,Hyderabad,TS,500001,26-11-2022,retail,0,123,2.9
CUST-01476,Suresh Krishnan,suresh.krishnan848@gmail.com,9900845082,Madurai,TN,625001,15-07-2022,Business,False,239,2.0
CUST-02289,Vasanth Mehta,VASANTH.MEHTA486@GMAIL.COM,9768616573,Kolkata,WB,700001,05/01/2022 00:00,retail,False,179,2.2
CUST-00883,Nithin Pillai,nithin.pillai124@gmail.com,+91-98947 32894,Nagpur,MH,440001,04/07/2023 00:00,Enterprise,0,67,4.0
CUST-03473,Ishita Chowdhury,ishita.chowdhury665@outlook.com,9992941509,Madurai,TN,625001,17/10/2021 00:00,retail,No,64,4.3
CUST-01707,Swetha Chowdhury,swetha.chowdhury290@gmail.com,9705970987,GUWAHATI,AS,781001,2023-02-07 00:00:00,Enterprise,yes,129,3.6
CUST-00219,PRIYA IYER,PRIYA.IYER562@GMAIL.COM,+91-98131 44473,Madurai,TN,625001,2023-05-11 00:00:00,SMB,yes,114,2.4
CUST-00290,Ishita Reddy,ishita.reddy236@gmail.com,+91-98801 22481,Mumbai,MH,400001,2023-04-23 00:00:00,Business,1,149,4.8
CUST-03158,Kavya Iyer,kavya.iyer112@outlook.com,91 97619-53101,Chennai,TN,600001,20-01-2022,SMB,True,unknown,5.0
CUST-00885,ravi kumar,ravi.kumar662@gmail.com,09937852744,Mysuru,KA,570001,07-03-2022,SMB,True,10,2.5
CUST-00969,PRADEEP KUMAR,PRADEEP.KUMAR620@OUTLOOK.COM,+91-96514 21329,MYSURU,KA,570001,10/04/2022 00:00,Retail,No,193,4.0
CUST-02084,Neha Sharma,neha.sharma824@yahoo.in,+91-97675 33075,Visakhapatnam,AP,530001,20/08/2023 00:00,Business,no,2,4.5
CUST-02201,Ishita Raman,ishita.raman121@gmail.com,91 97666-95883,NAGPUR,MH,440001,27/09/2023 00:00,BUSINESS,yes,145,4.1
CUST-01461,Joseph Joshi,joseph.joshi733@yahoo.in,9733046595,Lucknow,UP,226001,2021-10-22 00:00:00,Enterprise,0,222,null
CUST-03419,null,manish.singh534@yahoo.in,null,CHANDIGARH,CH,160017,17-07-2022,retail,Yes,175,3.7
CUST-04386,ARJUN VERMA,arjun.verma231@yahoo.in,91 98609-79031,Pune,MH,411001,03-08-2023,retail,yes,103,2.7
CUST-04180,Anitha Mehta,anitha.mehta489yahoo.in,9655558769,Hyderabad,TS,500001,2022-02-13 00:00:00,Enterprise,0,60,4.0
CUST-04703,Sneha Krishnan,sneha.krishnan939@protonmail.com,728339562,Delhi,DL,110001,2021-08-08 00:00:00,SMB,N,117,4.9
CUST-03073,Manish Mehta,manish.mehta702@gmail.com,+91-98675 56573,Mumbai,MH,400001,2022-07-18 00:00:00,SMB,No,159,4.1
CUST-02778,Deepa Joshi,deepa.joshi613@gmail.com,+91-96738 93275,Mysuru,KA,570001,2022-11-16 00:00:00,Retail,True,120,4.8
CUST-03439,Karthik Krishnan,karthik.krishnan250@gmail.com,91 96543-45219,Jaipur,RJ,302001,05-11-2023,SMB,no,205,4.3
CUST-01454,Imran Das,imran.das922@gmail.com,9661124519,Gurugram,HR,122001,2022-09-03 00:00:00,retail,No,154,3.9
CUST-03941,Manish Patel,manish.patel557@protonmail.com,+91-98493 09539,Chandigarh,CH,160017,01-02-2022,SMB,Y,6,3.6
CUST-04159,Lakshmi Reddy,lakshmi.reddy670@gmail.com,9783726841,Coimbatore,TN,641001,16/01/2022 00:00,Enterprise,0,79,4.8
CUST-03138,Lakshmi Nair,lakshmi.nair690@protonmail.com,817633273,Kochi,KL,682001,2023-01-23 00:00:00,Retail,N,187,4.7
CUST-00977,Meera Patel,meera.patel962@yahoo.in,,CHENNAI,TN,600001,21/04/2023 00:00,SMB,1,117,-
CUST-00499,Nithin Krishnan,nithin.krishnan443@yahoo.in,9699217961,Pune,MH,411001,2022-02-16 00:00:00,Enterprise,0,95,3.2
CUST-02492,Ishita Bose,ishita.bose815@yahoo.in,+91-99550 88799,Hyderabad,TS,500001,2023-07-24 00:00:00,BUSINESS,True,163,2.9
CUST-00398,Divya Verma,divya.verma62@yahoo.in,9759243820,Jaipur,RJ,302001,05/12/2021 00:00,retail,yes,82,4.3
CUST-00799,meera iyer,meera.iyer572@protonmail.com,9675490070,Chennai,TN,600001,14-12-2023,retail,no,90,4.5
CUST-00684,  Arjun Chowdhury  ,arjun.chowdhury509@outlook.com,09860029838,Visakhapatnam,AP,530001,11-12-2022,BUSINESS,True,18,4.8
CUST-02659,Deepā Kumār,deepa.kumar220@yahoo.in,+91-98863 89004,BENGALURU,KA,560001,09-04-2022,retail,True,199,3.5
CUST-00271,Sneha Krishnan,sneha.krishnan752@outlook.com,9758171804,Coimbatore,TN,641001,27/03/2022 00:00,Enterprise,Yes,147,5.0
CUST-03733,Aravind Singh,aravind.singh701@outlook.com,9681661297,Mumbai,MH,400001,04-11-2021,retail,no,70,3.1
CUST-01699,Suresh Bose,suresh.bose139@yahoo.in,91 98651-25553,Pune,MH,411001,2023-07-23 00:00:00,Retail,False,99,3.5
CUST-03814,BHAVANA MEHTA,bhavana.mehta785@protonmail.com,91 97023-81405,Bhubaneswar,OD,751001,28/01/2023 00:00,Enterprise,0,12,2.3
CUST-04018,Meera Chowdhury,meera.chowdhury708@outlook.com,+91-98429 38859,Bengaluru,KA,560001,19/11/2022 00:00,BUSINESS,False,21,3.5
CUST-04017,Priya Raman,priya.raman192@protonmail.com,9707718454,Visakhapatnam,AP,530001,27/07/2021 00:00,SMB,yes,164,4.9
